county_fips,year,outcome_year,y,lag_1,lag_3_mean_obs,lag_5_mean_obs,years_since_last_obs,sample_weight
51183,2016,2017,,7.6100001,6.183333233333333,6.154,1,1169.5137822665731
51550,2015,2016,1,24.01,25.756666666666664,25.136000000000003,1,24144.10662224073
51550,2016,2017,,21.33,23.936666333333335,24.616,1,24308.485700890764
51570,2014,2015,1,18.07,17.556666333333336,17.23,1,2645.2684006640843
51570,2015,2016,1,18.530001,18.71666666666667,17.348000000000003,1,2644.360353785194
51570,2016,2017,,18.889999,18.496666666666666,18.0179998,1,2609.846617779069
51600,2004,2005,1,1.53,1.4766667,1.266000028,1,2483.660130718954
51600,2005,2006,1,3.75,2.2833333666666666,1.8220000219999999,1,2213.3333333333335
51600,2006,2007,0,4.6599998,3.313333266666666,2.56799998,1,2210.300524047233
51600,2007,2008,0,2.1700001,3.526666633333333,2.7359999999999998,1,2211.9814648856463
51600,2008,2009,0,2.22,3.016666633333333,2.86599998,1,2207.207207207207
51600,2009,2010,1,2.4000001,2.2633334,3.04,1,2208.333241319448
51600,2010,2011,1,3.71,2.7766667,3.032,1,2425.876010781671
51600,2011,2012,0,4.0100002,3.373333433333334,2.90200008,1,2543.6407708907345
51600,2012,2013,1,3.23,3.6500000666666668,3.11400006,1,2538.699690402477
51600,2013,2014,0,3.3,3.5133334,3.3300000600000006,1,2545.4545454545455
51600,2014,2015,0,3.1900001,3.240000033333333,3.48800006,1,2539.1848733797847
51600,2015,2016,1,3.1500001,3.2133334,3.37600008,1,2539.6824590577
51600,2016,2017,1,6.0599999,4.133333366666666,3.7860000200000004,1,2574.25746822207
51600,2017,2018,1,4.5500002,4.586666733333334,4.05000006,1,2571.4284583987487
51600,2018,2019,,3.23,4.613333366666667,4.03600006,1,2569.659442724458
51610,2004,2005,1,2.4400001,1.5900000333333333,1.51000004,1,1762.295009742008
51610,2005,2006,1,4.7800002,2.823333433333333,2.2280000600000003,1,1171.548068136064
51610,2006,2007,0,3.8399999,3.686666733333333,2.6780000399999997,1,1171.875030517579
51610,2007,2008,0,2.3900001,3.6700000666666663,2.94000006,1,1171.548068136064
51610,2008,2009,0,1.62,2.6166666666666667,3.01400006,1,1172.8395061728393
51610,2009,2010,,2.22,2.0766667,2.97000004,1,1171.1711711711712
51610,2013,2014,,0.14,1.3266666666666669,2.042,4,2142.8571428571427
51640,2004,2005,1,3.6099999,2.9433332333333335,2.84999994,1,997.2299445216051
51640,2005,2006,0,3.28,3.1666665999999997,2.86399994,1,1280.487804878049
51640,2006,2007,0,2.4200001,3.1033333333333335,2.90599996,1,1280.9916826036495
51640,2007,2008,0,1.72,2.4733333666666666,2.72799998,1,1279.0697674418604
51640,2008,2009,0,2.1099999,2.0833333333333335,2.62799998,1,1279.6209137261096
51640,2009,2010,0,1.41,1.7466666333333334,2.1879999999999997,1,1276.595744680851
51640,2010,2011,0,1.97,1.8299999666666669,1.9260000000000002,1,1116.7512690355331
51640,2011,2012,0,2.0899999,1.8233333,1.8599999600000001,1,1196.1723060369525
51640,2012,2013,,1.92,1.9933333,1.89999996,1,1197.9166666666667
